Function,"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Current Trading Date/Price[$], Current Price vs Signal",Trading Days between Signal and Current Date,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Min Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg.),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Exit Rule/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Support (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),SignalType,Signal Open Price,Signal First Origination Date
FRACTAL TRACK,"CNR.TO, Short, 2025-10-23 (Price: 134.25)",No Exit Yet,"-0.0%, 0 days","87.5%, Past 5 years, 40","Daily, is CONFIRMED on 2025-10-23",Already confirmed,"2025-12-19 (Price: 135.4900), 0.92% above",0 days,No Information,No Information,No Information,"23.66% (Price: 136.9844), 2.0% below, Upmove Break Below","2024-07-16 (Price: 165.46), 2025-08-11 (Price: 128.63)",No Information,4.67%/0.57%/2.83%,,17 days/3 days/8 days,2025-11-16/2025-10-27/2025-11-03,6.01%,5.1%,0.91%,0.15,-0.19,132.6659/130.4507/112.15/127.762/No Next Fib Ext Support/No Next Fib Ext Support,136.43/127.762/No Next Fib Ext Support/No Next Fib Ext Support/158.274/162.0558,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,134.43,2025-10-23
FRACTAL TRACK,"USCI, Long, 2025-10-22 (Price: 78.0652)",No Exit Yet,"0.0%, 0 days","81.25%, Past 15 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 75.87 prior to 2025-10-24,"2025-12-19 (Price: 77.8051), 0.33% below",0 days,No Information,No Information,No Information,"23.66% (Price: 74.1292), 5.31% above, Upmove Bounce Back","2024-09-15 (Price: 58.51), 2025-09-21 (Price: 78.97)",No Information,34.01%/2.48%/22.95%,,564 days/54 days/250 days,2028-01-16/2026-01-08/2026-10-19,4.11%,2.83%,1.28%,0.32,-0.04,82.2885/95.9812/90.34/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext,76.07/38.14/38.9483/29.1883/65.9712/57.9829,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets),entry,76.58,2025-10-20
FRACTAL TRACK,"NOVA.F, Long, 2025-10-21 (Price: 47.0)",No Exit Yet,"-3.19%, 2 days","96.43%, Past 5 years, 28","Daily, was CONFIRMED on 2025-10-21",Already confirmed,"2025-12-19 (Price: 41.0000), 12.77% below",2 days,No Information,No Information,No Information,"50% (Price: 45.95), 0.98% below, Upmove Bounce Back","2025-08-07 (Price: 38.2), 2025-09-19 (Price: 53.7)",No Information,165.03%/3.8%/36.49%,,547 days/15 days/169 days,2027-12-22/2025-11-11/2026-06-22,48.54%,9.55%,38.99%,0.44,0.35,47.9212/64.1503/56.3/126.5/138.0871/146.706,46.45/40.95/44.5645/40.2093/No Fib Ret Level/No Fib Ret Level,88.67%/203/184 days (Across ALL Assets),74.39%/82/142 days (Across ALL Assets),entry,47.75,2025-10-21
FRACTAL TRACK,"NZDCAD=X, Short, 2025-10-19 (Price: 0.8043)",No Exit Yet,"-0.19%, 0 days","86.49%, Past 20 years, 37","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2025-12-20 (Price: 0.7942), 1.25% below",0 days,No Information,No Information,No Information,"78.6% (Price: 0.8226), 2.04% below, Upmove Break Below","2025-03-23 (Price: 0.8223), 2025-04-13 (Price: 0.8091)",No Information,4.12%/0.09%/3.08%,,104 days/4 days/32 days,2026-03-18/2025-10-24/2025-12-04,5.5%,5.4%,0.1%,0.33,-0.44,0.8017/0.7795/0.8/0.7543/No Next Fib Ext Support/No Next Fib Ext Support,0.83/0.7543/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,69.23%/13/22 days (Across ALL Assets),38.1%/21/34 days (Across ALL Assets),entry,0.8015,2025-10-14
FRACTAL TRACK,"TCS.NS, Long, 2025-10-19 (Price: 2962.2)",No Exit Yet,"1.79%, 0 days","95.65%, Past 20 years, 23","Weekly, was CONFIRMED on 2025-10-19",Already confirmed,"2025-12-19 (Price: 3282.0000), 10.80% above",0 days,No Information,No Information,No Information,"50% (Price: 2809.1), 7.34% above, Upmove Bounce Back","2016-11-20 (Price: 1025.95), 2024-09-01 (Price: 4592.25)",No Information,163.97%/0.89%/58.77%,,1639 days/79 days/561 days,2032-04-18/2026-02-10/2028-01-09,16.08%,15.1%,0.98%,0.63,0.57,3293.9664/4703.0849/5101.98/4543.575/5637.7577/6110.9256,2899.1/2937.675/2637.2425/2286.8248/No Fib Ret Level/No Fib Ret Level,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets),entry,3027.0,2025-10-14
TRENDPULSE,"UPS, Long, 2025-10-17 (Price: 86.41)",No Exit Yet,"0.0%, 0 days","84.62%, Past 4 years, 13","Daily, is CONFIRMED on 2025-10-17",Already confirmed,"2025-12-19 (Price: 101.9200), 17.95% above",0 days,No Information,No Information,No Information,No Information,No Information,0.9% above/0.0% below/0.0% below,14.16%/0.81%/3.54%,,94 days/4 days/16 days,2026-03-02/2025-10-22/2025-11-09,7.18%,-5.7%,12.88%,0.3,-0.19,89.901/89.4689/113.84/221.2667/230.487/257.9552,82.87/No Horizontal Support/56.3637/46.0137/112.2472/115.8037,78.12%/329/31 days (Across ALL Assets),85.01%/647/27 days (Across ALL Assets),entry,85.67,2025-10-17
FRACTAL TRACK,"CNU.NZ, Long, 2025-10-16 (Price: 9.11)",No Exit Yet,"0.0%, 0 days","81.82%, Past 5 years, 22","Daily, is CONFIRMED on 2025-10-16",Already confirmed,"2025-12-19 (Price: 9.3100), 2.20% above",0 days,No Information,No Information,No Information,"38.2% (Price: 9.046), 0.71% above, Upmove Bounce Back","2025-03-19 (Price: 7.535), 2025-09-05 (Price: 9.98)",No Information,5.65%/5.09%/5.37%,,357 days/116 days/236 days,2027-03-17/2026-04-02/2026-09-22,1.6%,1.61%,-0.01%,-0.09,-0.02,9.1328/9.5992/10.58/9.22/11.0104/11.8475,8.97/6.0983/No Next Fib Ext Support/No Next Fib Ext Support/9.8227/10.0917,88.67%/203/184 days (Across ALL Assets),74.39%/82/142 days (Across ALL Assets),entry,9.0,2025-10-16
FRACTAL TRACK,"SONY, Short, 2025-10-16 (Price: 28.5)",No Exit Yet,"-0.0%, 0 days","88.33%, Past 5 years, 60","Daily, is CONFIRMED on 2025-10-16",Already confirmed,"2025-12-19 (Price: 25.4000), 10.88% below",0 days,No Information,No Information,No Information,"88.6% (Price: 28.867), 1.27% below, Upmove Break Below","2025-08-15 (Price: 28.67), 2025-09-02 (Price: 27.08)",No Information,8.0%/1.05%/4.06%,,33 days/1 days/6 days,2025-12-02/2025-10-17/2025-10-24,13.73%,5.1%,8.63%,0.23,0.47,28.2863/27.3429/27.55/14.992/23.054/17.23,30.1/14.992/23.054/17.23/24.7424/24.227,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,28.76,2025-10-16
FRACTAL TRACK,"JETS, Short, 2025-10-16 (Price: 24.94)",No Exit Yet,"-2.69%, 3 days","89.23%, Past 5 years, 65","Daily, was CONFIRMED on 2025-10-16",Already confirmed,"2025-12-19 (Price: 28.7400), 15.24% above",3 days,No Information,No Information,No Information,"61.8% (Price: 25.4975), 0.44% above, Upmove Break Below","2025-01-22 (Price: 26.405), 2025-08-01 (Price: 23.466)",No Information,6.46%/0.08%/3.31%,,14 days/1 days/4 days,2025-11-05/2025-10-17/2025-10-21,10.92%,5.1%,5.82%,0.13,0.28,24.4487/24.1145/23.18/14.732/No Next Fib Ext Support/No Next Fib Ext Support,25.53/14.732/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,25.51,2025-10-14
FRACTAL TRACK,"GILD, Long, 2025-10-16 (Price: 117.85)",No Exit Yet,"0.0%, 0 days","88.0%, Past 20 years, 25","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 108.46 prior to 2025-10-17,"2025-12-19 (Price: 124.2900), 5.46% above",0 days,No Information,No Information,No Information,"23.66% (Price: 107.6908), 9.43% above, Upmove Bounce Back","2024-06-02 (Price: 62.07), 2025-08-17 (Price: 121.83)",No Information,113.46%/0.63%/33.1%,,2629 days/94 days/734 days,2036-03-19/2026-03-01/2028-09-13,7.5%,12.02%,-4.52%,0.47,0.44,123.9546/156.8584/153.71/120.895/123.7714/135.1689,112.1/56.9733/115.1958/101.3884/114.2556/111.4886,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets),entry,116.34,2025-10-14
TRENDPULSE,"XLU, Long, 2025-10-15 (Price: 91.7)",No Exit Yet,"0.0%, 0 days","81.25%, Past 10 years, 16","Weekly, will be confirmed as valid at the end of this week",Signal Cancelled if Price < 90.26 prior to 2025-10-17,"2025-12-19 (Price: 42.6300), 53.51% below",0 days,No Information,No Information,No Information,No Information,No Information,1.66% above/0.0% below/0.0% below,13.08%/2.24%/5.73%,,334 days/24 days/102 days,2027-02-10/2025-11-18/2026-03-11,4.22%,6.68%,-2.46%,0.54,0.23,93.9008/96.9544/99.84/No Horizontal Resistance/121.7688/179.2513,83.47/59.52/86.2425/64.2863/83.1914/77.7781,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets),entry,45.13,2025-10-14
FRACTAL TRACK,"RINF, Short, 2025-10-15 (Price: 32.2075)",No Exit Yet,"-0.0%, 0 days","86.84%, Past 5 years, 38","Daily, is CONFIRMED on 2025-10-15",Already confirmed,"2025-12-19 (Price: 32.4450), 0.74% above",0 days,No Information,No Information,No Information,"88.6% (Price: 35.0462), 8.1% below, Downmove Bounce Back","2025-10-15 (Price: 32.2075), 2025-10-15 (Price: 32.19)",No Information,1.79%/0.1%/0.67%,,7 days/1 days/4 days,2025-10-25/2025-10-16/2025-10-20,3.8%,5.1%,-1.3%,-0.21,0.11,32.2623/31.9917/32.2/28.7133/No Next Fib Ext Support/No Next Fib Ext Support,32.56/28.7133/No Next Fib Ext Support/No Next Fib Ext Support/34.1763/34.4875,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,32.24,2025-10-15
FRACTAL TRACK,"JETS, Long, 2025-10-14 (Price: 25.41)",No Exit Yet,"0.0%, 0 days","96.0%, Past 5 years, 25","Daily, is CONFIRMED on 2025-10-14",Already confirmed,"2025-12-19 (Price: 28.7400), 13.11% above",0 days,No Information,No Information,No Information,"23.66% (Price: 23.6548), 7.42% above, Upmove Bounce Back","2024-08-05 (Price: 16.475), 2025-07-10 (Price: 25.88)",No Information,29.79%/2.9%/11.29%,,857 days/12 days/232 days,2029-03-08/2025-10-31/2026-09-15,13.64%,7.55%,6.09%,0.47,0.28,25.6387/28.2788/31.05/27.1773/No Next Fib Ext/No Next Fib Ext,24.21/14.732/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,88.67%/203/184 days (Across ALL Assets),74.39%/82/142 days (Across ALL Assets),entry,24.26,2025-10-14
FRACTAL TRACK,"EURUSD=X, Long, 2025-10-13 (Price: 1.1602)",No Exit Yet,"-0.16%, 1 days","93.33%, Past 5 years, 15","Daily, was CONFIRMED on 2025-10-13",Already confirmed,"2025-12-20 (Price: 1.1714), 0.96% above",1 days,No Information,No Information,No Information,"23.66% (Price: 1.176), 1.51% below, Upmove Bounce Back","2025-08-01 (Price: 1.1395), 2025-09-17 (Price: 1.1873)",No Information,4.8%/3.96%/4.38%,,195 days/44 days/119 days,2026-07-22/2025-12-15/2026-04-03,5.66%,-0.18%,5.84%,0.31,-0.58,1.1615/1.211/1.19/1.2286/1.6296/1.7649,1.16/1.0256/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,88.67%/203/184 days (Across ALL Assets),74.39%/82/142 days (Across ALL Assets),entry,1.1602,2025-10-13
FRACTAL TRACK,"EWJ, Short, 2025-10-13 (Price: 79.29)",No Exit Yet,"-0.0%, 0 days","90.7%, Past 5 years, 43","Daily, is CONFIRMED on 2025-10-13",Already confirmed,"2025-12-19 (Price: 80.5800), 1.63% above",0 days,No Information,No Information,No Information,"88.6% (Price: 80.1), 1.01% below, Downmove Bounce Back","2025-10-13 (Price: 79.47), 2025-10-13 (Price: 78.84)",No Information,5.96%/0.27%/2.9%,,40 days/1 days/9 days,2025-12-09/2025-10-14/2025-10-26,7.81%,5.1%,2.71%,0.18,0.21,78.7033/76.9906/78.91/53.915/68.8472/52.3436,83.27/53.915/68.8472/52.3436/No Fib Ret Level/No Fib Ret Level,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,79.02,2025-10-13
FRACTAL TRACK,"BABA, Short, 2025-10-13 (Price: 166.81)",No Exit Yet,"-0.0%, 0 days","89.61%, Past 5 years, 77","Daily, is CONFIRMED on 2025-10-13",Already confirmed,"2025-12-19 (Price: 149.7900), 10.20% below",0 days,No Information,No Information,No Information,"23.66% (Price: 169.734), 1.72% below, Upmove Break Below","2025-04-09 (Price: 95.73), 2025-10-02 (Price: 192.67)",No Information,9.37%/0.79%/4.3%,,19 days/1 days/4 days,2025-11-09/2025-10-14/2025-10-18,24.26%,5.1%,19.16%,0.3,-0.06,161.3386/159.6372/108.65/67.495/138.4263/108.0763,189.34/67.495/138.4263/108.0763/No Fib Ret Level/No Fib Ret Level,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,167.78,2025-10-13
BAND MATRIX,"IHI, Long, 2025-10-12 (Price: 58.83)",No Exit Yet,"0.05%, 1 days","100.0%, Past 15 years, 4","Weekly, was CONFIRMED on 2025-10-12",No Cancellation Possible,"2025-12-19 (Price: 62.6300), 6.46% above",1 days,No Information,No Information,No Information,No Information,No Information,No Information,90.17%/12.99%/38.83%,,1609 days/194 days/597 days,2032-02-28/2026-07-19/2028-02-23,11.22%,13.6%,-2.38%,1.06,0.62,65.7543/81.6737/73.71/66.34/68.9264/76.3906,55.0/46.725/56.0899/46.1919/No Fib Ret Level/No Fib Ret Level,100.0%/10/531 days (Across ALL Assets),81.32%/91/288 days (Across ALL Assets),entry,60.86,2025-10-12
FRACTAL TRACK,"C6L.SI, Long, 2025-10-12 (Price: 6.64)",No Exit Yet,"-1.2%, 1 days","88.89%, Past 20 years, 27","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2025-12-19 (Price: 6.3200), 4.82% below",1 days,No Information,No Information,No Information,"61.8% (Price: 6.5361), 0.37% above, Upmove Bounce Back","2024-08-18 (Price: 5.86), 2025-08-03 (Price: 7.63)",No Information,12.48%/5.49%/8.98%,,169 days/114 days/141 days,2026-06-13/2026-03-26/2026-05-04,4.42%,-1.13%,5.55%,-0.01,-0.15,6.8226/7.2363/7.7/6.9575/15.377/16.6022,6.46/4.792/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets),entry,6.56,2025-10-12
BASELINEDIVERGENCE,"ARM, Long, 2025-10-12 (Price: 154.81)",No Exit Yet,"11.07%, 1 days","85.71%, Past 2 years, 14","Weekly, was CONFIRMED on 2025-10-12",Already confirmed,"2025-12-19 (Price: 114.0300), 26.34% below",1 days,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,30.87%/3.18%/21.53%,,154 days/44 days/84 days,2026-05-23/2025-12-14/2026-02-10,85.29%,59.75%,25.54%,0.86,1.39,212.8173/188.1406/218.0854/165.49/218.0854/235.5107,87.71/No Horizontal Support/148.9705/138.4687/No Fib Ret Level/No Fib Ret Level,75.86%/29/94 days (Across ALL Assets),85.71%/56/77 days (Across ALL Assets),entry,155.6,2025-10-12
TRENDPULSE,"BDGI.TO, Long, 2025-10-12 (Price: 65.01)",No Exit Yet,"0.0%, 0 days","79.17%, Past 10 years, 24","Weekly, is CONFIRMED on 2025-10-10",Signal Cancelled if Price < 60.87 prior to 2025-10-17,"2025-12-19 (Price: 73.8000), 13.52% above",0 days,No Information,No Information,No Information,No Information,No Information,0.0% below/0.0% below/0.0% below,22.6%/3.76%/12.95%,,164 days/24 days/57 days,2026-06-06/2025-11-15/2026-01-02,3.07%,17.39%,-14.32%,0.18,0.59,74.8265/73.4288/82.43/No Horizontal Resistance/63.2847/70.6207,35.59/24.32/58.5532/50.7492/No Fib Ret Level/No Fib Ret Level,79.27%/193/90 days (Across ALL Assets),82.46%/268/77 days (Across ALL Assets),entry,60.87,2025-10-12
FRACTAL TRACK,"NZDUSD=X, Short, 2025-10-10 (Price: 0.5753)",No Exit Yet,"0.78%, 2 days","87.93%, Past 5 years, 58","Daily, was CONFIRMED on 2025-10-10",Already confirmed,"2025-12-20 (Price: 0.5758), 0.09% above",2 days,No Information,No Information,No Information,"88.6% (Price: 0.5885), 3.01% below, Upmove Break Below","2024-04-19 (Price: 0.5855), 2025-07-01 (Price: 0.6121)",No Information,4.16%/0.03%/2.62%,,54 days/1 days/10 days,2025-12-27/2025-10-11/2025-10-24,16.12%,5.1%,11.02%,0.62,-0.61,0.5685/0.5602/0.56/0.5509/No Next Fib Ext Support/No Next Fib Ext Support,0.58/0.5509/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,65.0%/80/9 days (Across ALL Assets),31.9%/163/61 days (Across ALL Assets),entry,0.5753,2025-10-08
BAND MATRIX,"HYG, Long, 2025-10-10 (Price: 79.95)",No Exit Yet,"0.63%, 1 days","80.0%, Past 5 years, 5","Daily, was CONFIRMED on 2025-10-10",No Cancellation Possible,"2025-12-19 (Price: 80.3600), 0.51% above",1 days,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/0.7%/2.06%,,145 days/51 days/92 days,2026-05-08/2025-12-22/2026-02-20,-0.24%,-0.79%,0.55%,-0.12,-0.65,81.2052/81.597/81.4/86.99/No Next Fib Ext/No Next Fib Ext,79.85/72.2733/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,72.6%/73/119 days (Across ALL Assets),76.11%/247/112 days (Across ALL Assets),entry,80.47,2025-10-10
OSCILLATOR DELTA,"BRK-B, Short, 2025-10-09 (Price: 496.74)",No Exit Yet,"0.97%, 2 days","87.88%, Past 6 years, 33","Daily, is Confirmed on 2025-10-09",No Cancellation Possible,"2025-12-19 (Price: 494.5300), 0.44% below",2 days,No Information,No Information,No Information,No Information,No Information,No Information,4.43%/0.09%/1.39%,,17 days/1 days/5 days,2025-11-02/2025-10-10/2025-10-16,8.78%,5.1%,3.68%,0.35,0.64,487.6/489.8353/488.72/268.082/491.88/449.7662,No Recent Maxima/268.082/491.88/449.7662/No Fib Ret Level/No Fib Ret Level,87.5%/16/5 days (Across ALL Assets),60.98%/41/6 days (Across ALL Assets),entry,499.98,2025-10-09
FRACTAL TRACK,"^TNX, Long, 2025-10-05 (Price: 4.119)",No Exit Yet,"-1.65%, 6 days","84.85%, Past 20 years, 33","Weekly, was CONFIRMED on 2025-10-05",Already confirmed,"2025-12-19 (Price: 4.1510), 0.78% above",6 days,No Information,No Information,No Information,"23.66% (Price: 3.9873), 1.6% above, Upmove Bounce Back","2016-07-10 (Price: 1.336), 2025-01-19 (Price: 4.809)",No Information,90.01%/5.32%/26.4%,,3994 days/54 days/1615 days,2041-08-06/2025-12-22/2032-03-01,0.14%,-0.28%,0.42%,0.38,0.08,4.3839/5.2064/6.2/4.6918/17.4008/18.8284,4.06/1.6875/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,84.51%/71/553 days (Across ALL Assets),64.74%/190/227 days (Across ALL Assets),entry,4.15,2025-10-05
FRACTAL TRACK,"ATD.TO, Long, 2025-09-30 (Price: 74.25)",No Exit Yet,"-1.51%, 10 days","100.0%, Past 37 years, 5","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-19 (Price: 74.1500), 0.13% below",10 days,No Information,No Information,No Information,"23.66% (Price: 67.0289), 9.1% above, Upmove Bounce Back","2008-09-30 (Price: 1.72), 2024-03-31 (Price: 87.27)",No Information,134.64%/29.11%/81.88%,,1566 days/1174 days/1370 days,2031-12-16/2030-05-27/2031-03-07,8.08%,22.7%,-14.62%,0.61,0.72,71.1315/135.0459/125.58/85.51/85.3936/96.14,67.69/45.49/59.8475/53.4732/No Fib Ret Level/No Fib Ret Level,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets),entry,67.86,2025-09-30
FRACTAL TRACK,"INDY, Long, 2025-09-30 (Price: 50.9)",No Exit Yet,"4.38%, 24 days","100.0%, Past 15 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-19 (Price: 49.2900), 3.16% below",24 days,No Information,No Information,No Information,"61.8% (Price: 46.2502), 14.88% above, Upmove Bounce Back","2023-03-31 (Price: 39.42), 2024-09-30 (Price: 57.3)",No Information,17.71%/17.71%/17.71%,"-0.0%, 33.58%",1109 days/1109 days/1109 days,2030-02-22/2030-02-22/2030-02-22,3.82%,4.66%,-0.84%,0.35,0.11,52.0402/59.9144/61.63/54.495/60.9145/68.1277,25.65/40.73/48.7816/37.969/No F-Track Level/No F-Track Level,92.31%/13/1698 days (Across ALL Assets),69.23%/13/280 days (Across ALL Assets),entry,54.49,2025-09-30
FRACTAL TRACK,"IEI, Long, 2025-09-30 (Price: 119.51)",No Exit Yet,"0.32%, 10 days","100.0%, Past 18 years, 4","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-19 (Price: 119.3400), 0.14% below",10 days,No Information,No Information,No Information,"38.2% (Price: 116.9378), 2.52% above, Upmove Bounce Back","2023-12-31 (Price: 111.45), 2024-09-30 (Price: 120.33)",No Information,1.94%/1.94%/1.94%,,784 days/784 days/784 days,2028-11-08/2028-11-08/2028-11-08,3.94%,0.92%,3.02%,0.41,-0.77,120.1673/121.8285/124.84/129.9625/No Next Fib Ext/No Next Fib Ext,113.16/113.8775/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets),entry,118.65,2025-09-30
FRACTAL TRACK,"INDA, Long, 2025-09-30 (Price: 52.06)",No Exit Yet,"1.75%, 10 days","100.0%, Past 13 years, 5","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-19 (Price: 54.1500), 4.01% above",10 days,No Information,No Information,No Information,"50% (Price: 48.63), 8.92% above, Upmove Bounce Back","2023-03-31 (Price: 37.77), 2024-09-30 (Price: 59.49)",No Information,27.54%/16.24%/21.39%,,707 days/512 days/623 days,2028-07-20/2027-10-11/2028-03-20,6.43%,5.69%,0.74%,1.04,0.17,57.1306/63.1956/65.09/55.3633/66.8401/79.771,39.36/39.06/49.0901/45.3705/No Fib Ret Level/No Fib Ret Level,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets),entry,55.75,2025-09-30
FRACTAL TRACK,"AIA.NZ, Long, 2025-09-30 (Price: 7.88)",No Exit Yet,"0.76%, 10 days","95.24%, Past 27 years, 21","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-19 (Price: 8.1500), 3.43% above",10 days,No Information,No Information,No Information,"38.2% (Price: 7.5163), 5.64% above, Upmove Bounce Back","2014-08-31 (Price: 3.66), 2019-08-31 (Price: 9.9)",No Information,283.98%/2.9%/67.46%,,2717 days/238 days/922 days,2036-07-09/2026-09-09/2029-05-27,10.79%,8.13%,2.66%,0.48,0.3,8.2787/13.1958/11.62/8.8962/11.1706/12.8535,7.3/7.0017/7.3934/6.6643/No Fib Ret Level/No Fib Ret Level,83.64%/55/1306 days (Across ALL Assets),69.7%/132/363 days (Across ALL Assets),entry,7.6,2025-09-30
FRACTAL TRACK,"BPCL.NS, Long, 2025-09-30 (Price: 339.65)",No Exit Yet,"-0.29%, 10 days","100.0%, Past 29 years, 9","Quarterly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-19 (Price: 365.9500), 7.74% above",10 days,No Information,No Information,No Information,"61.8% (Price: 232.6394), 45.57% above, Upmove Bounce Back","2022-12-31 (Price: 144.025), 2024-09-30 (Price: 376.0)",No Information,235.98%/69.81%/135.85%,,1891 days/716 days/1010 days,2033-03-30/2028-08-02/2029-10-01,16.85%,11.42%,5.43%,0.75,0.39,377.0115/801.0645/478.83/343.7375/372.4081/393.108,152.4/145.35/295.7614/248.4289/No Fib Ret Level/No Fib Ret Level,90.0%/10/1207 days (Across ALL Assets),52.17%/23/344 days (Across ALL Assets),entry,331.55,2025-09-30
FRACTAL TRACK,"GBPSGD=X, Short, 2025-09-30 (Price: 1.7327)",No Exit Yet,"0.04%, 10 days","88.0%, Past 55 years, 25","Monthly, was CONFIRMED on 2025-09-30",Already confirmed,"2025-12-20 (Price: 1.7283), 0.25% below",10 days,No Information,No Information,No Information,"38.2% (Price: 1.7493), 0.99% below, Downmove Bounce Back","2025-10-14 (Price: 1.7415), 2025-10-14 (Price: 1.7213)",No Information,7.17%/0.94%/3.94%,,281 days/22 days/121 days,2026-11-11/2025-10-31/2026-03-24,4.43%,5.4%,-0.97%,0.52,-0.97,1.6674/1.6644/1.72/1.6874/No Next Fib Ext Support/No Next Fib Ext Support,1.75/1.6874/No Next Fib Ext Support/No Next Fib Ext Support/No Fib Ret Level/No Fib Ret Level,50.0%/8/134 days (Across ALL Assets),50.0%/24/87 days (Across ALL Assets),entry,1.7333,2025-09-30
